-1.3894261667602733e-02	-4.1577108436325637e-02
4.7559020017481232e-02	8.8865659403040559e-03
8.8160511698375812e-02	1.1702564021444381e-01
1.3890990191095334e-01	3.7076057024716065e-02
-1.4970945922820486e-01	-1.1208566339974774e-01
-2.4315113575509598e-02	1.4571719703603586e-01
8.1025895354179880e-02	1.5890453536856738e-01
-3.9159560067017686e-02	3.5652610563555349e-04
-1.5163809523832983e-02	-6.9233077783167077e-02
-2.5232897217862982e-01	-2.3936117359907094e-02
-3.5395910690309063e-02	-2.2004613556264666e-01
-3.0988210176544097e-02	1.6819540291970794e-01
-8.2118712782168965e-03	7.5458925662260931e-03
-1.4097638024417661e-01	3.2368435777282455e-02
7.0843451757810344e-02	9.0254156869494381e-02
-1.5371765492623998e-01	-8.7602537642545285e-03
-9.2952920759559812e-02	7.5480911477508378e-02
-3.6655472065295558e-01	-1.2969195718593198e-02
-8.2345851637296963e-02	-8.4579342166737972e-03
1.2252428306049677e-01	-1.5244012537737961e-02
2.8035465916005444e-02	4.5363766098314287e-02
-2.4084091529854654e-01	-1.8985146164289132e-02
6.7762695496841344e-02	8.2636222352491143e-02
1.7093158231081790e-02	-1.2101980957244855e-02
5.9424672089000846e-02	3.1792174231677406e-02
-1.3758813938094974e-01	3.2490328113448763e-02
3.2264278385586639e-02	5.8258479689121012e-02
2.3358197032606737e-01	-2.1132343725179389e-01
1.7854178324464179e-01	-1.7591064158594910e-01
-1.4016684818919087e-01	-1.0311571417885107e-01
1.7477674177141903e-01	-1.5206741389091644e-02
6.3416392158956683e-02	-2.9257446622331479e-01
1.0945123436705888e-02	-3.9463325657608690e-02
2.0045175831671810e-01	-3.0779001726250897e-02
1.4083422187265482e-01	4.1954942899391182e-02
1.2895393880686818e-02	3.9409291890688633e-02
-3.0021595778284538e-01	9.1830900720746386e-02
-3.2505066858846764e-02	-3.8243807462152446e-02
2.4414188439031589e-01	1.2421493112498409e-01
-1.1547532163632146e-01	4.6919740161330638e-02
4.3618224962059575e-02	-5.5695621480589708e-02
8.5419334955769644e-02	-2.8811881039033677e-01
-1.9954144035620576e-02	-1.4011281266650955e-01
5.0909857434510077e-02	1.5296797929521341e-01
-6.2864635174472291e-03	-8.5809926111677176e-02
-1.0808723325876270e-01	1.3610562806017876e-01
4.2522922752376423e-02	4.5227079210145189e-02
3.0260254216222249e-01	2.8512227482608826e-02
-3.6964750133788908e-02	-9.8635331408480936e-02
1.0085617731669891e-02	1.3814528230096673e-01
7.4098816557250965e-02	-8.2123115830876253e-02
-1.4422001391828485e-01	1.7123931757985000e-01
2.0697939707563209e-01	-3.2924251830154842e-02
-1.9013958479206558e-01	2.9184269777397465e-01
-1.6945727253579854e-01	-2.2070607892330177e-01
-9.7240249961212555e-02	5.6675825578874378e-02
2.4313054961212791e-02	-3.9347171540252129e-01
-1.6513022815812059e-01	1.5284486089571389e-01
-1.6576012582945562e-01	-5.4369185822198225e-03
6.2669811709317180e-02	2.1544748467963132e-01
-3.2501216630490886e-03	-7.2465600626401117e-02
-1.0672663830248086e-02	7.5765044788126568e-02
2.0165501055201866e-02	-5.3128391861118091e-02
-2.2758547713933219e-01	1.8968674673651462e-02
1.9650303177083595e-01	1.0098767848391846e-01
-2.3185693031725269e-02	-1.6547189392675540e-01
2.2009606198794013e-01	5.1594142617208051e-02
8.4164486015578674e-02	-4.4612286961576590e-02
3.6624084979607084e-02	-7.4327127098623349e-03
-1.4705166748768203e-01	5.2002770275146486e-02
-1.3959226023807211e-01	3.3458792286947238e-02
1.4129113582244970e-01	1.2014840916885612e-01
-6.6620736060753236e-02	1.5920523202911724e-01
-9.0562169246727497e-02	7.5532652557514152e-02
-7.4967000357744173e-02	-1.2428246136723096e-01
-2.1970330454800790e-02	1.0954106048182016e-01
3.5121279117591858e-02	-3.3503408343885974e-02
3.0600699442706876e-03	2.7192577459163978e-03
-2.6969900816194162e-02	-1.8886602645929959e-01
5.0215051463332369e-02	-6.4998330972896784e-02
1.5759275571233161e-01	-1.5806820585196191e-01
-7.9003695048404488e-02	8.3234389542055282e-02
1.7945660547690784e-01	8.5411341304592284e-02
-1.2328400583998648e-02	1.4738187595273192e-01
1.5249139678720416e-01	-3.2120475640939783e-02
6.1345500051891981e-02	8.7769559206454850e-02
-1.7528037933083968e-01	4.3390151761329571e-02
3.2181134387096316e-01	-5.6068916457190435e-02
-1.1559525070915544e-01	-2.7498862869437918e-01
-6.9572878567386864e-02	-4.5885395287137143e-02
7.1229191826168853e-02	-1.1729825751267337e-01
5.8916925256284794e-02	4.5238223575185310e-02
5.0123480593923922e-02	1.2089105569079399e-01
-9.4348710012417306e-02	8.8051161538378348e-03
-1.4130078094345036e-01	-1.0299919705558608e-01
1.4161372430870914e-01	-9.2784773137789933e-02
-3.7370562534187232e-02	1.9531035816037792e-01
5.8105292070729092e-02	1.7098918742065403e-01
4.2312147580605391e-02	3.1777028465914126e-02
1.5060262852097073e-01	-6.4803512889151871e-02
-2.2561037105515402e-01	-5.6579812431133719e-02
2.0832477077206590e-01	-1.7071775971078715e-01
1.5191666043294091e-01	-9.1594189550339281e-02
-4.8286422798618701e-02	-8.3152108947973560e-03
-2.6724154966258629e-02	2.1872641079726809e-01
4.4580708414337721e-02	2.3067853491726667e-01
1.6169009278194806e-02	5.3996839734168849e-02
-7.9522198551439882e-02	1.8287040011099071e-02
5.8607970229551318e-02	1.7758137005893498e-01
2.1966470574441824e-01	-2.1051780552914240e-01
-8.9600614729243133e-02	5.1631869505190310e-02
