4.8972781490335737e-02	-1.0916783221057819e-01
-3.4510431223976351e-01	-1.4600759827318038e-01
9.0883683625910330e-02	1.6732371477019142e-01
9.4367772340331904e-02	1.4507361944110120e-01
1.8274350980765901e-02	6.8382706454748338e-02
2.1433051491895075e-01	-1.0474678989243717e-01
3.6821050396815179e-02	3.0517831466041501e-01
2.9591900872972721e-01	1.1901286990349264e-01
-4.9248097581366494e-02	2.5174013511400239e-01
-3.1320130585631017e-02	5.2710025679177014e-02
-3.5178030740513555e-01	4.3101036868536703e-03
-2.8385963600491976e-01	-4.3243437807041457e-01
